,Failure_ID,Device_Type,Brand,Model_Name,Usage_Duration,Failure_Type,Warranty_Status,Repair_Cost,Customer_Rating,Comments
4056,FAIL04057,Smartwatch,Samsung,Model-275,36.0,Speaker Malfunction,No,4407.9,4.7,Perfect repair
4057,FAIL04058,Smartphone,Samsung,Model-302,28.0,Screen Crack,No,3865.56,1.8,Perfect repair
4058,FAIL04059,Smartwatch,Apple,Model-974,46.0,Software Crash,No,185.4,4.1,Perfect repair
4059,FAIL04060,Tablet,Dell,Model-604,48.0,Speaker Malfunction,No,1115.15,2.8,Not satisfied
4060,FAIL04061,Smartphone,Apple,Model-625,30.0,Software Crash,No,2556.98,2.8,Not satisfied
4061,FAIL04062,Tablet,HP,Model-750,30.0,Overheating,No,2556.98,2.8,Not satisfied
4062,FAIL04063,Laptop,Samsung,Model-432,23.0,Overheating,Yes,2476.12,3.4,Very bad service
4063,FAIL04064,Tablet,Lenovo,Model-633,55.0,Overheating,No,4206.6,1.5,Very bad service
4064,FAIL04065,Laptop,Apple,Model-843,34.0,Battery Issue,No,4286.45,3.1,Very bad service
4065,FAIL04066,Laptop,Dell,Model-753,23.0,Overheating,Yes,4090.85,2.1,Had to replace
4066,FAIL04067,Gaming Console,Samsung,Model-375,33.0,Screen Crack,No,3810.25,2.9,Not satisfied
4067,FAIL04068,Tablet,Apple,Model-740,42.0,Overheating,Yes,4135.2,4.1,Not satisfied
4068,FAIL04069,Smartphone,OnePlus,Model-632,58.0,Battery Issue,Yes,670.08,2.1,Perfect repair
4069,FAIL04070,Smartphone,OnePlus,Model-918,13.0,Overheating,No,2645.89,4.2,Had to replace
4070,FAIL04071,Gaming Console,Samsung,Model-444,34.0,Speaker Malfunction,No,2248.42,4.2,Very bad service
4071,FAIL04072,Tablet,Dell,Model-191,59.0,Software Crash,Yes,374.07,4.4,Not satisfied
4072,FAIL04073,Gaming Console,OnePlus,Model-200,29.0,Screen Crack,No,4950.69,1.4,Perfect repair
4073,FAIL04074,Laptop,Samsung,Model-707,30.0,Screen Crack,Yes,2714.96,1.0,Very bad service
4074,FAIL04075,Tablet,Apple,Model-795,18.0,Overheating,Yes,4182.18,3.5,Not satisfied
4075,FAIL04076,Smartphone,Apple,Model-199,56.0,Battery Issue,No,2202.53,1.2,Not satisfied
4076,FAIL04077,Laptop,Samsung,Model-135,30.0,Software Crash,No,2556.98,1.2,Very bad service
4077,FAIL04078,Gaming Console,OnePlus,Model-485,5.0,Battery Issue,Yes,2631.42,4.6,Very bad service
4078,FAIL04079,Gaming Console,Lenovo,Model-395,4.0,Overheating,No,811.04,2.0,Not satisfied
4079,FAIL04080,Gaming Console,Dell,Model-256,5.0,Battery Issue,No,1011.37,2.1,Had to replace
4080,FAIL04081,Tablet,Lenovo,Model-209,39.0,Software Crash,Yes,386.27,3.3,Perfect repair
4081,FAIL04082,Gaming Console,Lenovo,Model-499,15.0,Software Crash,Yes,4306.05,4.9,Very bad service
4082,FAIL04083,Laptop,Apple,Model-428,46.0,Battery Issue,Yes,2762.99,1.4,Very bad service
4083,FAIL04084,Tablet,Lenovo,Model-603,9.0,Overheating,Yes,4932.91,4.8,Very bad service
4084,FAIL04085,Tablet,Sony,Model-459,30.0,Software Crash,No,2556.98,4.8,Had to replace
4085,FAIL04086,Laptop,Samsung,Model-208,50.0,Battery Issue,Yes,2810.87,4.0,Not satisfied
4086,FAIL04087,Smartphone,HP,Model-610,8.0,Battery Issue,Yes,2694.27,1.7,Perfect repair
4087,FAIL04088,Tablet,Apple,Model-232,44.0,Screen Crack,No,2563.51,3.4,Perfect repair
4088,FAIL04089,Laptop,HP,Model-284,10.0,Software Crash,No,376.17,1.6,Had to replace
4089,FAIL04090,Tablet,HP,Model-752,22.0,Screen Crack,No,363.99,2.9,Fixed quickly
4090,FAIL04091,Smartphone,Dell,Model-336,24.0,Software Crash,Yes,2498.56,2.7,Fixed quickly
4091,FAIL04092,Smartphone,Dell,Model-956,24.0,Overheating,No,4508.15,4.0,Very bad service
4092,FAIL04093,Smartwatch,Dell,Model-593,9.0,Screen Crack,Yes,3283.49,2.5,Perfect repair
4093,FAIL04094,Tablet,Samsung,Model-748,22.0,Screen Crack,Yes,2704.06,1.3,Not satisfied
4094,FAIL04095,Tablet,HP,Model-148,55.0,Overheating,No,3114.53,4.8,Not satisfied
4095,FAIL04096,Laptop,Apple,Model-758,34.0,Speaker Malfunction,No,1635.64,1.6,Not satisfied
4096,FAIL04097,Laptop,HP,Model-104,48.0,Screen Crack,Yes,1812.43,2.5,Had to replace
4097,FAIL04098,Smartwatch,Sony,Model-323,12.0,Overheating,Yes,3727.3,3.1,Very bad service
4098,FAIL04099,Laptop,HP,Model-246,17.0,Overheating,No,1122.75,4.6,Had to replace
4099,FAIL04100,Smartphone,HP,Model-998,4.0,Overheating,No,938.34,1.4,Had to replace
4100,FAIL04101,Gaming Console,Samsung,Model-378,49.0,Software Crash,No,2642.68,3.7,Perfect repair
4101,FAIL04102,Tablet,Apple,Model-910,57.0,Overheating,No,3731.93,2.7,Very bad service
4102,FAIL04103,Smartwatch,Lenovo,Model-877,30.0,Overheating,No,1602.18,4.1,Fixed quickly
4103,FAIL04104,Tablet,Sony,Model-183,36.0,Battery Issue,No,2134.11,4.5,Fixed quickly
4104,FAIL04105,Smartwatch,Samsung,Model-433,1.0,Speaker Malfunction,No,2792.81,1.8,Not satisfied
4105,FAIL04106,Gaming Console,Sony,Model-421,33.0,Screen Crack,Yes,4452.32,3.5,Perfect repair
4106,FAIL04107,Smartwatch,OnePlus,Model-835,30.0,Overheating,No,2556.98,3.5,Perfect repair
4107,FAIL04108,Smartwatch,HP,Model-509,14.0,Battery Issue,Yes,4285.93,3.3,Not satisfied
4108,FAIL04109,Gaming Console,Apple,Model-520,4.0,Overheating,No,1994.35,4.4,Not satisfied
4109,FAIL04110,Laptop,HP,Model-464,35.0,Speaker Malfunction,Yes,2979.69,2.2,Very bad service
4110,FAIL04111,Smartphone,Samsung,Model-207,33.0,Speaker Malfunction,No,3288.48,2.2,Very bad service
4111,FAIL04112,Smartwatch,Apple,Model-831,51.0,Screen Crack,Yes,4580.04,3.9,Fixed quickly
4112,FAIL04113,Smartphone,Sony,Model-379,56.0,Overheating,No,4053.72,3.0,Perfect repair
4113,FAIL04114,Smartwatch,Apple,Model-398,50.0,Screen Crack,Yes,816.54,3.4,Not satisfied
4114,FAIL04115,Gaming Console,Lenovo,Model-480,54.0,Screen Crack,No,3394.45,4.1,Very bad service
4115,FAIL04116,Smartphone,Lenovo,Model-727,12.0,Battery Issue,Yes,355.4,2.5,Perfect repair
4116,FAIL04117,Tablet,Apple,Model-758,4.0,Overheating,No,4968.15,2.3,Had to replace
4117,FAIL04118,Smartphone,Samsung,Model-944,34.0,Software Crash,No,2104.09,2.7,Perfect repair
4118,FAIL04119,Gaming Console,Samsung,Model-503,14.0,Software Crash,Yes,3374.54,1.1,Had to replace
4119,FAIL04120,Laptop,HP,Model-820,2.0,Speaker Malfunction,No,1019.66,4.3,Fixed quickly
4120,FAIL04121,Laptop,OnePlus,Model-894,30.0,Software Crash,No,2556.98,4.3,Very bad service
4121,FAIL04122,Smartphone,Apple,Model-726,56.0,Screen Crack,No,3506.19,2.7,Fixed quickly
4122,FAIL04123,Gaming Console,OnePlus,Model-871,30.0,Screen Crack,No,2556.98,2.7,Fixed quickly
4123,FAIL04124,Laptop,Lenovo,Model-642,31.0,Battery Issue,No,1863.87,1.8,Perfect repair
4124,FAIL04125,Laptop,Apple,Model-671,33.0,Speaker Malfunction,Yes,3437.65,1.6,Perfect repair
4125,FAIL04126,Laptop,Lenovo,Model-701,58.0,Speaker Malfunction,No,1904.2,4.6,Perfect repair
4126,FAIL04127,Smartphone,Dell,Model-904,27.0,Speaker Malfunction,Yes,4753.62,4.7,Fixed quickly
4127,FAIL04128,Laptop,OnePlus,Model-164,45.0,Software Crash,No,1691.22,4.2,Very bad service
4128,FAIL04129,Gaming Console,HP,Model-141,56.0,Battery Issue,No,1408.06,1.6,Perfect repair
4129,FAIL04130,Gaming Console,Dell,Model-464,28.0,Battery Issue,No,3828.2,4.3,Perfect repair
4130,FAIL04131,Tablet,Samsung,Model-598,34.0,Battery Issue,No,610.96,4.7,Perfect repair
4131,FAIL04132,Laptop,Sony,Model-179,30.0,Battery Issue,Yes,2858.04,4.4,Had to replace
4132,FAIL04133,Tablet,HP,Model-990,30.0,Battery Issue,No,2556.98,4.4,Fixed quickly
4133,FAIL04134,Tablet,Apple,Model-955,30.0,Overheating,Yes,2556.98,4.4,Perfect repair
4134,FAIL04135,Laptop,Dell,Model-396,1.0,Screen Crack,No,4760.0,2.5,Very bad service
4135,FAIL04136,Tablet,Apple,Model-763,52.0,Overheating,Yes,2138.7,1.0,Perfect repair
4136,FAIL04137,Laptop,Sony,Model-136,13.0,Screen Crack,No,1472.42,3.1,Perfect repair
4137,FAIL04138,Smartwatch,OnePlus,Model-349,18.0,Screen Crack,Yes,3453.41,1.0,Not satisfied
4138,FAIL04139,Gaming Console,Apple,Model-142,40.0,Overheating,Yes,3634.01,3.2,Very bad service
4139,FAIL04140,Smartwatch,Dell,Model-807,1.0,Screen Crack,No,2191.93,2.8,Perfect repair
4140,FAIL04141,Smartphone,HP,Model-342,9.0,Overheating,No,988.56,2.4,Not satisfied
4141,FAIL04142,Smartphone,Lenovo,Model-988,6.0,Battery Issue,Yes,3195.9,2.2,Fixed quickly
4142,FAIL04143,Tablet,Lenovo,Model-235,51.0,Battery Issue,Yes,1318.76,4.3,Perfect repair
4143,FAIL04144,Smartwatch,Lenovo,Model-734,30.0,Overheating,No,2556.98,4.3,Perfect repair
4144,FAIL04145,Smartwatch,OnePlus,Model-435,8.0,Speaker Malfunction,Yes,2931.69,2.1,Very bad service
4145,FAIL04146,Laptop,Apple,Model-846,51.0,Battery Issue,No,4931.48,3.7,Had to replace
4146,FAIL04147,Tablet,Dell,Model-734,24.0,Screen Crack,No,3494.07,3.4,Fixed quickly
4148,FAIL04149,Smartwatch,Apple,Model-844,25.0,Overheating,Yes,3594.02,5.0,Very bad service
4149,FAIL04150,Smartwatch,Apple,Model-955,51.0,Screen Crack,No,1925.19,4.1,Perfect repair
4150,FAIL04151,Laptop,Sony,Model-906,26.0,Software Crash,No,4543.44,3.8,Not satisfied
4151,FAIL04152,Laptop,Apple,Model-996,26.0,Software Crash,Yes,4062.4,1.4,Not satisfied
4152,FAIL04153,Gaming Console,Lenovo,Model-230,39.0,Software Crash,Yes,3485.68,1.6,Very bad service
4153,FAIL04154,Tablet,Dell,Model-748,40.0,Screen Crack,Yes,2752.58,3.3,Fixed quickly
4154,FAIL04155,Laptop,Sony,Model-787,30.0,Screen Crack,Yes,2556.98,3.3,Had to replace
4155,FAIL04156,Smartphone,Sony,Model-465,34.0,Overheating,No,2302.99,2.9,Fixed quickly
4156,FAIL04157,Smartwatch,Apple,Model-920,53.0,Battery Issue,No,1621.45,1.6,Had to replace
4157,FAIL04158,Smartphone,Lenovo,Model-530,8.0,Battery Issue,Yes,4608.67,3.1,Had to replace
4158,FAIL04159,Smartphone,HP,Model-274,46.0,Battery Issue,No,1710.41,4.8,Perfect repair
4160,FAIL04161,Smartwatch,HP,Model-349,53.0,Screen Crack,No,2271.32,4.4,Perfect repair
4161,FAIL04162,Laptop,OnePlus,Model-878,18.0,Speaker Malfunction,No,4203.55,4.4,Very bad service
4162,FAIL04163,Tablet,Dell,Model-276,30.0,Battery Issue,No,2556.98,4.4,Perfect repair
4163,FAIL04164,Smartwatch,Apple,Model-140,28.0,Software Crash,No,4829.29,3.1,Very bad service
4164,FAIL04165,Tablet,Lenovo,Model-208,8.0,Battery Issue,Yes,4495.83,1.3,Perfect repair
4165,FAIL04166,Smartwatch,Apple,Model-358,18.0,Speaker Malfunction,No,3526.67,1.6,Very bad service
4166,FAIL04167,Smartphone,Samsung,Model-837,39.0,Screen Crack,Yes,4604.63,2.6,Very bad service
4167,FAIL04168,Smartphone,HP,Model-198,42.0,Software Crash,No,3144.94,1.3,Very bad service
4168,FAIL04169,Gaming Console,Lenovo,Model-435,30.0,Speaker Malfunction,Yes,2556.98,1.3,Perfect repair
4169,FAIL04170,Laptop,OnePlus,Model-881,32.0,Speaker Malfunction,Yes,1331.75,1.9,Fixed quickly
4170,FAIL04171,Laptop,OnePlus,Model-967,32.0,Battery Issue,No,538.01,3.9,Perfect repair
4171,FAIL04172,Smartwatch,HP,Model-678,42.0,Speaker Malfunction,No,421.84,1.5,Perfect repair
4172,FAIL04173,Smartwatch,Lenovo,Model-211,48.0,Speaker Malfunction,Yes,2406.08,4.1,Very bad service
4173,FAIL04174,Laptop,HP,Model-341,30.0,Speaker Malfunction,No,2556.98,4.1,Very bad service
4174,FAIL04175,Gaming Console,HP,Model-735,29.0,Battery Issue,Yes,2030.0,4.9,Very bad service
4175,FAIL04176,Smartwatch,Sony,Model-233,45.0,Battery Issue,No,4840.48,1.3,Fixed quickly
4176,FAIL04177,Tablet,Samsung,Model-115,5.0,Software Crash,No,4465.61,4.2,Fixed quickly
4177,FAIL04178,Smartwatch,Lenovo,Model-715,30.0,Overheating,No,2556.98,4.2,Very bad service
4178,FAIL04179,Tablet,Lenovo,Model-389,22.0,Battery Issue,Yes,4429.17,1.2,Very bad service
4179,FAIL04180,Tablet,OnePlus,Model-195,49.0,Battery Issue,No,1361.7,4.3,Very bad service
4180,FAIL04181,Smartphone,Lenovo,Model-608,27.0,Overheating,Yes,357.28,3.1,Very bad service
4181,FAIL04182,Smartphone,Lenovo,Model-452,43.0,Software Crash,Yes,688.32,2.7,Had to replace
4182,FAIL04183,Gaming Console,Dell,Model-831,56.0,Speaker Malfunction,No,2630.57,3.6,Fixed quickly
4183,FAIL04184,Smartphone,OnePlus,Model-245,1.0,Screen Crack,No,3156.4,2.6,Perfect repair
4185,FAIL04186,Gaming Console,Samsung,Model-100,30.0,Overheating,Yes,2556.98,2.6,Had to replace
4187,FAIL04188,Smartphone,Apple,Model-768,6.0,Software Crash,Yes,3285.91,2.8,Very bad service
4188,FAIL04189,Tablet,Dell,Model-958,13.0,Battery Issue,No,392.69,2.7,Perfect repair
4189,FAIL04190,Smartwatch,Lenovo,Model-497,54.0,Overheating,Yes,1566.31,1.4,Very bad service
4190,FAIL04191,Gaming Console,OnePlus,Model-867,14.0,Screen Crack,No,4431.53,2.1,Very bad service
4191,FAIL04192,Smartphone,Dell,Model-763,8.0,Battery Issue,No,4804.61,1.6,Not satisfied
4192,FAIL04193,Tablet,Dell,Model-946,30.0,Software Crash,No,2556.98,1.6,Perfect repair
4194,FAIL04195,Smartwatch,Sony,Model-763,48.0,Overheating,Yes,3043.53,3.3,Not satisfied
4195,FAIL04196,Laptop,HP,Model-115,12.0,Screen Crack,Yes,4678.82,4.3,Fixed quickly
4196,FAIL04197,Gaming Console,HP,Model-194,8.0,Overheating,Yes,2000.8,2.9,Not satisfied
4197,FAIL04198,Gaming Console,OnePlus,Model-768,29.0,Battery Issue,Yes,3458.96,1.8,Fixed quickly
4198,FAIL04199,Tablet,Lenovo,Model-492,20.0,Battery Issue,No,514.44,2.8,Very bad service
4199,FAIL04200,Tablet,HP,Model-775,23.0,Screen Crack,No,1584.1,4.8,Not satisfied
4200,FAIL04201,Smartphone,Samsung,Model-686,4.0,Software Crash,No,2375.98,4.4,Had to replace
4201,FAIL04202,Gaming Console,Sony,Model-118,25.0,Software Crash,No,2219.35,3.8,Perfect repair
4202,FAIL04203,Smartphone,Dell,Model-499,32.0,Overheating,No,3900.23,2.6,Not satisfied
4203,FAIL04204,Laptop,OnePlus,Model-876,49.0,Battery Issue,No,577.19,2.1,Not satisfied
4204,FAIL04205,Gaming Console,Apple,Model-399,55.0,Software Crash,Yes,391.11,2.8,Fixed quickly
4205,FAIL04206,Laptop,OnePlus,Model-280,58.0,Overheating,No,511.71,3.7,Fixed quickly
4206,FAIL04207,Smartphone,Dell,Model-574,25.0,Battery Issue,Yes,114.25,4.5,Not satisfied
4207,FAIL04208,Smartwatch,Lenovo,Model-709,30.0,Overheating,Yes,2556.98,4.5,Perfect repair
4208,FAIL04209,Laptop,Samsung,Model-686,10.0,Overheating,No,4596.86,4.1,Had to replace
4209,FAIL04210,Smartwatch,Lenovo,Model-566,31.0,Screen Crack,Yes,3510.29,3.5,Not satisfied
4210,FAIL04211,Gaming Console,Lenovo,Model-811,4.0,Battery Issue,Yes,1747.3,1.3,Had to replace
4211,FAIL04212,Smartwatch,HP,Model-270,57.0,Speaker Malfunction,No,1107.21,3.5,Had to replace
4212,FAIL04213,Smartwatch,Lenovo,Model-478,7.0,Speaker Malfunction,Yes,3664.7,4.0,Perfect repair
4213,FAIL04214,Smartphone,Apple,Model-979,34.0,Battery Issue,Yes,3509.24,4.4,Very bad service
4214,FAIL04215,Smartphone,Samsung,Model-908,41.0,Overheating,No,3041.99,2.7,Fixed quickly
4215,FAIL04216,Smartphone,Lenovo,Model-110,21.0,Software Crash,Yes,4379.15,1.1,Very bad service
4216,FAIL04217,Smartphone,Apple,Model-240,19.0,Speaker Malfunction,No,3102.08,1.6,Had to replace
4217,FAIL04218,Gaming Console,Sony,Model-308,7.0,Battery Issue,No,1877.1,2.5,Had to replace
4218,FAIL04219,Smartphone,Apple,Model-910,34.0,Speaker Malfunction,No,3704.86,3.7,Perfect repair
4219,FAIL04220,Gaming Console,OnePlus,Model-570,57.0,Battery Issue,Yes,1262.24,3.0,Not satisfied
4220,FAIL04221,Gaming Console,OnePlus,Model-409,58.0,Speaker Malfunction,No,3115.44,3.6,Had to replace
4221,FAIL04222,Smartwatch,Apple,Model-533,59.0,Speaker Malfunction,No,284.34,3.3,Had to replace
4222,FAIL04223,Gaming Console,Samsung,Model-940,33.0,Battery Issue,Yes,2192.75,4.8,Very bad service
4223,FAIL04224,Smartphone,Lenovo,Model-188,42.0,Speaker Malfunction,Yes,499.97,4.2,Perfect repair
4224,FAIL04225,Tablet,Apple,Model-826,53.0,Speaker Malfunction,Yes,4821.96,4.3,Perfect repair
4225,FAIL04226,Smartwatch,OnePlus,Model-410,57.0,Screen Crack,No,834.61,3.8,Fixed quickly
4226,FAIL04227,Gaming Console,Samsung,Model-215,21.0,Screen Crack,No,1588.09,1.3,Fixed quickly
4227,FAIL04228,Smartwatch,HP,Model-394,55.0,Battery Issue,No,1391.08,4.9,Had to replace
4228,FAIL04229,Gaming Console,Samsung,Model-236,50.0,Speaker Malfunction,Yes,1640.79,1.3,Fixed quickly
4229,FAIL04230,Gaming Console,HP,Model-333,38.0,Overheating,Yes,2273.61,2.4,Perfect repair
4230,FAIL04231,Smartwatch,Sony,Model-316,30.0,Overheating,No,2556.98,2.4,Had to replace
4231,FAIL04232,Smartwatch,OnePlus,Model-828,46.0,Battery Issue,Yes,1945.46,2.2,Very bad service
4232,FAIL04233,Laptop,Dell,Model-365,17.0,Overheating,Yes,1406.97,3.5,Fixed quickly
4233,FAIL04234,Laptop,HP,Model-479,15.0,Battery Issue,Yes,4884.65,4.6,Perfect repair
4234,FAIL04235,Smartphone,Lenovo,Model-754,8.0,Overheating,Yes,1512.2,4.3,Fixed quickly
4235,FAIL04236,Gaming Console,Sony,Model-207,49.0,Battery Issue,Yes,1584.45,3.3,Not satisfied
4236,FAIL04237,Smartwatch,Lenovo,Model-278,53.0,Battery Issue,Yes,1914.79,3.1,Not satisfied
4237,FAIL04238,Tablet,Lenovo,Model-614,51.0,Software Crash,Yes,3184.15,1.8,Perfect repair
4238,FAIL04239,Smartwatch,HP,Model-763,37.0,Overheating,No,4853.58,3.4,Had to replace
4239,FAIL04240,Laptop,Apple,Model-187,19.0,Screen Crack,No,2982.2,3.8,Had to replace
4240,FAIL04241,Smartwatch,Dell,Model-605,29.0,Software Crash,Yes,4923.56,3.4,Perfect repair
4241,FAIL04242,Tablet,Sony,Model-620,38.0,Screen Crack,No,1796.22,2.0,Had to replace
4242,FAIL04243,Smartwatch,OnePlus,Model-388,33.0,Battery Issue,No,4609.79,4.5,Not satisfied
4243,FAIL04244,Smartwatch,Sony,Model-113,28.0,Screen Crack,Yes,2006.55,3.1,Very bad service
4244,FAIL04245,Tablet,Apple,Model-870,30.0,Screen Crack,Yes,2556.98,3.1,Had to replace
4245,FAIL04246,Laptop,OnePlus,Model-923,33.0,Software Crash,No,353.79,1.6,Perfect repair
4246,FAIL04247,Smartwatch,HP,Model-179,7.0,Overheating,Yes,120.23,4.4,Had to replace
4247,FAIL04248,Laptop,Sony,Model-518,35.0,Overheating,No,1203.98,2.2,Perfect repair
4248,FAIL04249,Tablet,HP,Model-545,30.0,Software Crash,Yes,2556.98,2.2,Fixed quickly
4249,FAIL04250,Smartwatch,HP,Model-825,7.0,Screen Crack,Yes,2176.28,2.9,Perfect repair
4250,FAIL04251,Smartwatch,Apple,Model-986,45.0,Screen Crack,No,2288.33,3.1,Fixed quickly
4251,FAIL04252,Gaming Console,HP,Model-112,59.0,Screen Crack,Yes,4778.93,3.8,Fixed quickly
4252,FAIL04253,Smartphone,Dell,Model-974,21.0,Screen Crack,No,949.06,4.1,Very bad service
4253,FAIL04254,Tablet,Apple,Model-367,49.0,Screen Crack,Yes,2318.25,4.9,Not satisfied
4254,FAIL04255,Laptop,Apple,Model-173,25.0,Overheating,Yes,1608.41,3.8,Had to replace
4255,FAIL04256,Tablet,OnePlus,Model-621,3.0,Battery Issue,Yes,393.31,2.3,Not satisfied
4256,FAIL04257,Gaming Console,OnePlus,Model-663,32.0,Overheating,No,623.22,3.6,Perfect repair
4257,FAIL04258,Tablet,Samsung,Model-979,48.0,Overheating,Yes,4399.13,3.3,Not satisfied
4258,FAIL04259,Smartphone,Dell,Model-349,55.0,Overheating,No,2047.56,3.1,Not satisfied
4259,FAIL04260,Tablet,Sony,Model-817,11.0,Battery Issue,No,3851.54,1.0,Not satisfied
4260,FAIL04261,Laptop,OnePlus,Model-196,21.0,Overheating,No,2298.73,4.2,Not satisfied
4261,FAIL04262,Laptop,HP,Model-716,32.0,Battery Issue,Yes,4573.71,4.7,Had to replace
4262,FAIL04263,Smartphone,HP,Model-976,2.0,Screen Crack,Yes,3540.63,2.1,Had to replace
4263,FAIL04264,Gaming Console,OnePlus,Model-268,30.0,Screen Crack,Yes,2556.98,2.1,Perfect repair
4264,FAIL04265,Smartwatch,Apple,Model-569,45.0,Overheating,Yes,4327.44,1.7,Very bad service
4265,FAIL04266,Smartwatch,HP,Model-565,10.0,Screen Crack,Yes,526.18,5.0,Fixed quickly
4266,FAIL04267,Smartphone,Dell,Model-244,14.0,Software Crash,Yes,472.62,3.6,Perfect repair
4267,FAIL04268,Smartphone,Sony,Model-357,55.0,Overheating,Yes,2818.75,2.5,Very bad service
4268,FAIL04269,Laptop,Lenovo,Model-556,9.0,Battery Issue,No,3683.41,2.1,Very bad service
4269,FAIL04270,Smartphone,Lenovo,Model-176,19.0,Software Crash,No,3044.7,5.0,Very bad service
4270,FAIL04271,Laptop,HP,Model-952,3.0,Screen Crack,No,3347.05,1.8,Had to replace
4271,FAIL04272,Tablet,Apple,Model-177,32.0,Software Crash,No,1377.05,1.8,Very bad service
4272,FAIL04273,Laptop,Lenovo,Model-972,54.0,Speaker Malfunction,No,4401.86,2.7,Very bad service
4273,FAIL04274,Laptop,Dell,Model-626,23.0,Battery Issue,Yes,4861.56,2.5,Perfect repair
4274,FAIL04275,Tablet,Sony,Model-830,19.0,Software Crash,Yes,2002.89,1.7,Very bad service
4275,FAIL04276,Laptop,Lenovo,Model-133,12.0,Screen Crack,Yes,2103.66,3.9,Fixed quickly
4276,FAIL04277,Smartwatch,Dell,Model-312,23.0,Software Crash,Yes,2323.48,4.9,Fixed quickly
4277,FAIL04278,Laptop,Dell,Model-355,14.0,Battery Issue,Yes,1080.51,2.0,Perfect repair
4278,FAIL04279,Smartphone,Lenovo,Model-787,36.0,Screen Crack,No,791.22,3.4,Not satisfied
4279,FAIL04280,Laptop,Dell,Model-496,48.0,Battery Issue,Yes,3906.92,1.9,Fixed quickly
4280,FAIL04281,Tablet,Lenovo,Model-106,42.0,Battery Issue,No,3071.01,3.0,Very bad service
4281,FAIL04282,Smartphone,OnePlus,Model-390,3.0,Battery Issue,No,836.53,4.2,Very bad service
4282,FAIL04283,Tablet,HP,Model-827,10.0,Overheating,No,2530.37,3.0,Perfect repair
4283,FAIL04284,Tablet,Dell,Model-928,22.0,Speaker Malfunction,No,4980.66,4.3,Not satisfied
4284,FAIL04285,Smartwatch,HP,Model-470,4.0,Screen Crack,Yes,2680.29,3.3,Very bad service
4285,FAIL04286,Gaming Console,Dell,Model-282,15.0,Screen Crack,Yes,4569.99,4.9,Not satisfied
4286,FAIL04287,Smartwatch,Sony,Model-338,52.0,Speaker Malfunction,No,4194.02,3.1,Had to replace
4287,FAIL04288,Tablet,OnePlus,Model-333,57.0,Software Crash,No,641.67,3.9,Fixed quickly
4288,FAIL04289,Tablet,Apple,Model-696,35.0,Screen Crack,No,2082.53,1.9,Fixed quickly
4289,FAIL04290,Tablet,HP,Model-460,49.0,Overheating,Yes,2842.63,1.9,Fixed quickly
4290,FAIL04291,Tablet,Lenovo,Model-183,44.0,Screen Crack,No,3281.56,2.4,Fixed quickly
4291,FAIL04292,Tablet,Lenovo,Model-502,58.0,Battery Issue,No,1528.07,1.9,Perfect repair
4292,FAIL04293,Smartwatch,Apple,Model-248,5.0,Software Crash,Yes,137.7,1.1,Fixed quickly
4293,FAIL04294,Gaming Console,Lenovo,Model-350,30.0,Battery Issue,Yes,2556.98,1.1,Very bad service
4294,FAIL04295,Tablet,Sony,Model-348,49.0,Speaker Malfunction,No,2875.93,3.0,Very bad service
4295,FAIL04296,Gaming Console,Apple,Model-544,40.0,Battery Issue,No,1817.83,3.7,Not satisfied
4296,FAIL04297,Smartphone,Dell,Model-117,46.0,Software Crash,Yes,1965.65,3.2,Had to replace
4297,FAIL04298,Laptop,Sony,Model-330,30.0,Screen Crack,No,2556.98,3.2,Had to replace
4299,FAIL04300,Tablet,Sony,Model-712,30.0,Speaker Malfunction,No,4844.8,4.3,Had to replace
4300,FAIL04301,Tablet,HP,Model-929,8.0,Software Crash,No,903.74,4.1,Very bad service
4301,FAIL04302,Laptop,Lenovo,Model-130,55.0,Overheating,No,541.34,2.0,Very bad service
4302,FAIL04303,Gaming Console,Lenovo,Model-376,49.0,Overheating,Yes,1143.25,3.1,Perfect repair
4303,FAIL04304,Smartwatch,Dell,Model-403,57.0,Screen Crack,Yes,531.14,3.7,Had to replace
4304,FAIL04305,Tablet,OnePlus,Model-435,20.0,Screen Crack,Yes,1322.13,3.8,Not satisfied
4305,FAIL04306,Laptop,Samsung,Model-874,13.0,Battery Issue,Yes,2764.5,2.8,Not satisfied
4306,FAIL04307,Smartphone,Dell,Model-140,6.0,Speaker Malfunction,No,1368.2,2.9,Perfect repair
4307,FAIL04308,Laptop,OnePlus,Model-715,30.0,Overheating,Yes,2556.98,2.9,Fixed quickly
4308,FAIL04309,Tablet,Dell,Model-462,46.0,Screen Crack,No,1857.91,3.3,Perfect repair
4309,FAIL04310,Gaming Console,Lenovo,Model-899,59.0,Software Crash,Yes,2078.74,2.9,Not satisfied
4310,FAIL04311,Gaming Console,OnePlus,Model-106,42.0,Software Crash,Yes,525.43,2.9,Had to replace
4311,FAIL04312,Smartphone,Apple,Model-651,50.0,Software Crash,No,1425.67,4.3,Perfect repair
4312,FAIL04313,Tablet,Samsung,Model-943,18.0,Software Crash,Yes,690.31,1.8,Fixed quickly
4313,FAIL04314,Smartphone,Sony,Model-984,6.0,Overheating,Yes,1239.88,2.9,Not satisfied
4314,FAIL04315,Smartphone,Samsung,Model-837,49.0,Screen Crack,Yes,3326.93,3.8,Fixed quickly
